source,event_or_hook,context
modules_Documentation.md,onGameStart,"  return false end  function init()   connect(g_game, {     onGameStart = online,     onGameEnd = offline,     onSpellGroupCooldown"
modules_Documentation.md,onGameEnd,"on init()   connect(g_game, {     onGameStart = online,     onGameEnd = offline,     onSpellGroupCooldown = onSpellGroupCooldown,"
modules_Documentation.md,onSpellGroupCooldown,"e, {     onGameStart = online,     onGameEnd = offline,     onSpellGroupCooldown = onSpellGroupCooldown,     onSpellCooldown = onSpellCooldo"
modules_Documentation.md,onSpellGroupCooldown,"online,     onGameEnd = offline,     onSpellGroupCooldown = onSpellGroupCooldown,     onSpellCooldown = onSpellCooldown   })    if g_game.is"
modules_Documentation.md,onSpellCooldown,"fline,     onSpellGroupCooldown = onSpellGroupCooldown,     onSpellCooldown = onSpellCooldown   })    if g_game.isOnline() then     onl"
modules_Documentation.md,onSpellCooldown,"GroupCooldown = onSpellGroupCooldown,     onSpellCooldown = onSpellCooldown   })    if g_game.isOnline() then     online()   end    -- "
modules_Documentation.md,onMouseRelease,mouseGrabberWidget:setFocusable(false)   mouseGrabberWidget.onMouseRelease = onDropActionButton end  function terminate()   disconnect
modules_Documentation.md,onDropActionButton,"t:setFocusable(false)   mouseGrabberWidget.onMouseRelease = onDropActionButton end  function terminate()   disconnect(g_game, {     onGame"
modules_Documentation.md,onGameStart,"Button end  function terminate()   disconnect(g_game, {     onGameStart = online,     onGameEnd = offline,     onSpellGroupCooldown"
modules_Documentation.md,onGameEnd,"nate()   disconnect(g_game, {     onGameStart = online,     onGameEnd = offline,     onSpellGroupCooldown = onSpellGroupCooldown,"
modules_Documentation.md,onSpellGroupCooldown,"online,     onGameEnd = offline,     onSpellGroupCooldown = onSpellGroupCooldown,     onSpellCooldown = onSpellCooldown   }) end  function c"
modules_Documentation.md,onSpellCooldown,"fline,     onSpellGroupCooldown = onSpellGroupCooldown,     onSpellCooldown = onSpellCooldown   }) end  function createActionBars()   l"
modules_Documentation.md,onSpellCooldown,"GroupCooldown = onSpellGroupCooldown,     onSpellCooldown = onSpellCooldown   }) end  function createActionBars()   local bottomPanel ="
modules_Documentation.md,onDropActionButton,"nabled)   buttons[4].image:setOn(nextEnabled) end  function onDropActionButton(self, mousePosition, mouseButton)   if not g_ui.isMouseGrab"
modules_Documentation.md,onMouseWheel,)   locked = settings[actionbar:getId()]   actionbar.tabBar.onMouseWheel = nil -- disable scroll wheel    actionbar.locked = locked 
modules_Documentation.md,onItemChange,se)    -- remove callback to avoid recurrency   widget.item.onItemChange = nil    -- clear settings   widget.type = TYPE.BLANK   wid
modules_Documentation.md,onDragEnter,lse     widget.text:setImageSource('')   end    widget.item.onDragEnter = function(self)     if g_ui.isMouseGrabbed() or actionbar.
modules_Documentation.md,onMouseRelease,"get=widget}   end    -- popupmenu & execute action   widget.onMouseRelease = function(widget, mousePos, mouseButton)     if mouseButto"
modules_Documentation.md,onItemChange, then        widget.callback()     end   end    widget.item.onItemChange = function(widget)     widget:setOn(true)     assignItem(wi
modules_Documentation.md,onClick,"setId(""assignItemWindow"")    -- select item   window.select.onClick = function()     modules.game_itemselector.show(widget.item"
modules_Documentation.md,onItemChange,  -- checks   window.item:setShowCount(false)   window.item.onItemChange = function(widget)     local item = window.item:getItem()  
modules_Documentation.md,onClick,    radio:destroy()   end    -- callbacks   window.buttonOk.onClick = function() okFunc(true) end   window.onEnter = function()
modules_Documentation.md,onEnter,dow.buttonOk.onClick = function() okFunc(true) end   window.onEnter = function() okFunc(true) end   window.buttonApply.onClick 
modules_Documentation.md,onClick,.onEnter = function() okFunc(true) end   window.buttonApply.onClick = function() okFunc(false) end   window.buttonClose.onClick
modules_Documentation.md,onClick,onClick = function() okFunc(false) end   window.buttonClose.onClick = cancelFunc   window.onEscape = cancelFunc    local action
modules_Documentation.md,onEscape,lse) end   window.buttonClose.onClick = cancelFunc   window.onEscape = cancelFunc    local actionbar = widget:getParent():getPar
modules_Documentation.md,onTextChange,"dow:show()   window:raise()   window:focus()    window.text.onTextChange = function(self, text)     window.buttonOk:setEnabled(text:"
modules_Documentation.md,onClick,  setupButton(widget)   end    -- buttons   window.buttonOk.onClick = function() okFunc(true) end   window.buttonApply.onClick 
modules_Documentation.md,onClick,.onClick = function() okFunc(true) end   window.buttonApply.onClick = function() okFunc(false) end   window.buttonClose.onClick
modules_Documentation.md,onClick,onClick = function() okFunc(false) end   window.buttonClose.onClick = cancelFunc   window.onEscape = cancelFunc   window.onEnte
modules_Documentation.md,onEscape,lse) end   window.buttonClose.onClick = cancelFunc   window.onEscape = cancelFunc   window.onEnter = function() okFunc(true) end
modules_Documentation.md,onEnter,nClick = cancelFunc   window.onEscape = cancelFunc   window.onEnter = function() okFunc(true) end    local actionbar = widget:g
modules_Documentation.md,onChildFocusChange,"on(a, filter)      -- disable callback     window.spellList.onChildFocusChange = nil      local widgets = window.spellList:getChildren()  "
modules_Documentation.md,onSelectionChange,"         end       end     end   end    -- callback   radio.onSelectionChange = function(widget, selected)     if selected then       loc"
modules_Documentation.md,onCheckChange,"hildVisible(widget)     end   end    window.checkPanel.tick.onCheckChange = filterByVocation   filterByVocation(nil, true)    local o"
modules_Documentation.md,onClick,:destroy()     setupButton(widget)   end    window.buttonOk.onClick = function() okFunc(true) end   window.buttonApply.onClick 
modules_Documentation.md,onKeyDown,"tkey or """")      -- hotkey   window:grabKeyboard()   window.onKeyDown = function(window, keyCode, keyboardModifiers)     local ke"
modules_Documentation.md,onClick,:destroy()     setupButton(widget)   end    window.buttonOk.onClick = okFunc   window.buttonClear.onClick = clearFunc   window.
modules_Documentation.md,onClick,nd    window.buttonOk.onClick = okFunc   window.buttonClear.onClick = clearFunc   window.buttonClose.onClick = closeFunc    loc
modules_Documentation.md,onClick,window.buttonClear.onClick = clearFunc   window.buttonClose.onClick = closeFunc    local actionbar = widget:getParent():getPare
modules_Documentation.md,onSpellCooldown,"hotkey, widget.callback, gameRootPanel)   end end  function onSpellCooldown(iconId, duration)   for index, actionbar in ipairs(actionBa"
modules_Documentation.md,onSpellGroupCooldown,"down(child, duration)       end     end   end end  function onSpellGroupCooldown(groupId, duration)   for index, actionbar in ipairs(actionB"
modules_Documentation.md,onLoad,   author: https://github.com/Vithrax/   sandboxed: true   @onLoad: init()   @onUnload: terminate()   scripts: [ actionbar ] `
modules_Documentation.md,onUnload,/github.com/Vithrax/   sandboxed: true   @onLoad: init()   @onUnload: terminate()   scripts: [ actionbar ] ``` ---  # 📄 actionba
modules_Documentation.md,onClick,fill: parent     anchors.bottom: parent.verticalCenter     @onClick: modules.game_actionbar.moveActionButtons(self)      $!on: 
modules_Documentation.md,onClick,rs.fill: parent     anchors.top: parent.verticalCenter     @onClick: modules.game_actionbar.moveActionButtons(self)      $!on: 
modules_Documentation.md,onClick,.right     anchors.bottom: parent.bottom     width: 12     @onClick: modules.game_actionbar.changeLockState(self)      $!on:   
modules_Documentation.md,onClick,.left     anchors.right: lock.left     margin-right: 1     @onClick: modules.game_actionbar.moveActionButtons(self)     on: tru
modules_Documentation.md,onClick,nchors.left: parent.left     anchors.right: prev.right     @onClick: modules.game_actionbar.moveActionButtons(self)     on: tru
modules_Documentation.md,onClick,     size: 45 21     font: cipsoftFont     text: Close     @onClick: self:getParent():destroy()    Button     id: buttonClear  
modules_Documentation.md,onClick,ill: parent     anchors.right: parent.horizontalCenter     @onClick: modules.game_actionbar.moveActionButtons(self)      $!on: 
modules_Documentation.md,onClick,fill: parent     anchors.left: parent.horizontalCenter     @onClick: modules.game_actionbar.moveActionButtons(self)      $!on: 
modules_Documentation.md,onClick,right     anchors.bottom: parent.bottom     height: 15     @onClick: modules.game_actionbar.changeLockState(self)      $!on:   
modules_Documentation.md,onClick,nt.horizontalCenter     height: 17     margin-right: 1     @onClick: modules.game_actionbar.moveActionButtons(self)     on: tru
modules_Documentation.md,onClick,lCenter     anchors.right: parent.right     height: 17     @onClick: modules.game_actionbar.moveActionButtons(self)     on: tru
modules_Documentation.md,onEscape,4 34  MainWindow   id: assignSpellWindow   size: 275 310   @onEscape: self:destroy()    SpellPreview     id: preview     anchors
modules_Documentation.md,onOptionChange,"TypeBox:setCurrentOptionByData(getSortType())   sortTypeBox.onOptionChange = onChangeSortType    sortOrderBox:addOption('Asc.', 'asc')"
modules_Documentation.md,onChangeSortType,"tOptionByData(getSortType())   sortTypeBox.onOptionChange = onChangeSortType    sortOrderBox:addOption('Asc.', 'asc')   sortOrderBox:add"
modules_Documentation.md,onOptionChange,"erBox:setCurrentOptionByData(getSortOrder())   sortOrderBox.onOptionChange = onChangeSortOrder    battleWindow:setup()      for i=1,30"
modules_Documentation.md,onChangeSortOrder,"ptionByData(getSortOrder())   sortOrderBox.onOptionChange = onChangeSortOrder    battleWindow:setup()      for i=1,30 do     local battle"
modules_Documentation.md,onHoverChange,ttleButton:setup()     battleButton:hide()     battleButton.onHoverChange = onBattleButtonHoverChange     battleButton.onMouseRelease
modules_Documentation.md,onBattleButtonHoverChange,()     battleButton:hide()     battleButton.onHoverChange = onBattleButtonHoverChange     battleButton.onMouseRelease = onBattleButtonMouseReleas
modules_Documentation.md,onMouseRelease,.onHoverChange = onBattleButtonHoverChange     battleButton.onMouseRelease = onBattleButtonMouseRelease     table.insert(battleButtons
modules_Documentation.md,onBattleButtonMouseRelease,"onBattleButtonHoverChange     battleButton.onMouseRelease = onBattleButtonMouseRelease     table.insert(battleButtons, battleButton)   end      up"
modules_Documentation.md,onPositionChange,"end      updateBattleList()      connect(LocalPlayer, {     onPositionChange = onPlayerPositionChange   })   connect(Creature, {     onA"
modules_Documentation.md,onPlayerPositionChange,"leList()      connect(LocalPlayer, {     onPositionChange = onPlayerPositionChange   })   connect(Creature, {     onAppear = updateSquare,    "
modules_Documentation.md,onAppear,"nge = onPlayerPositionChange   })   connect(Creature, {     onAppear = updateSquare,     onDisappear = updateSquare   })     con"
modules_Documentation.md,onDisappear,"  })   connect(Creature, {     onAppear = updateSquare,     onDisappear = updateSquare   })     connect(g_game, {      onAttackingC"
modules_Documentation.md,onAttackingCreatureChange," onDisappear = updateSquare   })     connect(g_game, {      onAttackingCreatureChange = updateSquare,     onFollowingCreatureChange = updateSquar"
modules_Documentation.md,onFollowingCreatureChange,"_game, {      onAttackingCreatureChange = updateSquare,     onFollowingCreatureChange = updateSquare    }) end  function terminate()   if battleB"
modules_Documentation.md,onPositionChange,")   mouseWidget:destroy() 	   disconnect(LocalPlayer, {     onPositionChange = onPlayerPositionChange   })   disconnect(Creature, {     "
modules_Documentation.md,onPlayerPositionChange,"troy() 	   disconnect(LocalPlayer, {     onPositionChange = onPlayerPositionChange   })   disconnect(Creature, {     onAppear = onCreatureAppe"
modules_Documentation.md,onAppear," = onPlayerPositionChange   })   disconnect(Creature, {     onAppear = onCreatureAppear,     onDisappear = onCreatureDisappear  "
modules_Documentation.md,onCreatureAppear,"PositionChange   })   disconnect(Creature, {     onAppear = onCreatureAppear,     onDisappear = onCreatureDisappear   })     disconnect("
modules_Documentation.md,onDisappear,"disconnect(Creature, {     onAppear = onCreatureAppear,     onDisappear = onCreatureDisappear   })     disconnect(g_game, {      on"
modules_Documentation.md,onCreatureDisappear,"ature, {     onAppear = onCreatureAppear,     onDisappear = onCreatureDisappear   })     disconnect(g_game, {      onAttackingCreatureChang"
modules_Documentation.md,onAttackingCreatureChange,"ar = onCreatureDisappear   })     disconnect(g_game, {      onAttackingCreatureChange = updateSquare,     onFollowingCreatureChange = updateSquar"
modules_Documentation.md,onFollowingCreatureChange,"_game, {      onAttackingCreatureChange = updateSquare,     onFollowingCreatureChange = updateSquare    })    removeEvent(updateEvent) end  funct"
